org,count,category,code_id,code_display,concept_id,concept_name,vocab
ZZZ,1,진단검사,L287254^^02,"(미사용)BRCA1,2 gene mutation,이원",50995-0,BRCA1+BRCA2 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC
XXX,100,진단검사,L5159^^02,Anti ds DNA,5130-0,DNA double strand Ab [Units/volume] in Serum,LOINC
XXX,24,진단검사,L5159^^01,Anti ds DNA,5130-0,DNA double strand Ab [Units/volume] in Serum,LOINC
XXX,1,진단검사,L791501^^02,"BCR/ABL1 [FISH], 녹십자",51867-0,"t(9;22)(q34.1;q11)(ABL1,BCR) fusion transcript in Blood or Tissue by FISH",LOINC
XXX,3,진단검사,L25144^^02,"VNTR(Post-BMT DNA Test), 이원",51970-2,Individual allele identifier [Identifier],LOINC
YYY,1,진단검사,L25143^^02,"VNTR(Pre-BMT DNA Test), 이원",51970-2,Individual allele identifier [Identifier],LOINC
YYY,5,진단검사,L7130^^02,"Anti Jo-1 Ab,씨젠",5234-0,Jo-1 extractable nuclear Ab [Presence] in Serum by Immunoassay,LOINC
YYY,11,진단검사,L405502^^02,"MRSA culture, Nasal",52969-3,Methicillin resistant Staphylococcus aureus [Presence] in Nose by Organism specific culture,LOINC
ZZZ,3,진단검사,L7436^^02,"ASCA, 이원",53024-6,Baker's yeast Ab [Presence] in Serum,LOINC
XXX,2,진단검사,L7436^^01,"ASCA, 이원",53024-6,Baker's yeast Ab [Presence] in Serum,LOINC
XXX,60,진단검사,L5194^^02,Anti-CCP Ab,53027-9,Cyclic citrullinated peptide Ab [Units/volume] in Serum,LOINC
XXX,11,진단검사,L5194^^01,Anti-CCP Ab,53027-9,Cyclic citrullinated peptide Ab [Units/volume] in Serum,LOINC
XXX,10,진단검사,L7369^^02,"Anti LKM(Liver kidney microsome) Ab, 씨젠",53030-3,Liver kidney microsomal Ab [Presence] in Serum by Immunofluorescence,LOINC
XXX,2,진단검사,L7369^^01,"Anti LKM(Liver kidney microsome) Ab, 씨젠",53030-3,Liver kidney microsomal Ab [Presence] in Serum by Immunofluorescence,LOINC
YYY,1488,진단검사,L8193^^02,Ketone (stat),53061-8,Ketones [Moles/volume] in Blood,LOINC
YYY,61,진단검사,L8193^^01,Ketone (stat),53061-8,Ketones [Moles/volume] in Blood,LOINC
YYY,18,진단검사,L2220^^02,Lupus anticoagulant (확진),53221-8,dRVVT in Control Platelet poor plasma by Coagulation assay,LOINC
ZZZ,6,진단검사,L2220^^01,Lupus anticoagulant (확진),53221-8,dRVVT in Control Platelet poor plasma by Coagulation assay,LOINC
XXX,2,진단검사,L8053^^02,Malaria Ag,53248-1,Plasmodium sp lactate dehydrogenase [Presence] in Blood,LOINC
XXX,1,진단검사,L8053^^01,Malaria pLDH (stat),53248-1,Plasmodium sp lactate dehydrogenase [Presence] in Blood,LOINC
XXX,1892,진단검사,L4106^^02,Culture For AFB,534-8,Mycobacterium sp identified in Cerebral spinal fluid by Organism specific culture,LOINC
XXX,177,진단검사,L4106^^01,Culture For AFB,534-8,Mycobacterium sp identified in Cerebral spinal fluid by Organism specific culture,LOINC
XXX,1,진단검사,L731014^^02,"(미사용)ADAMTS 13 activity, 씨젠",53622-7,von Willebrand factor (vWf) cleaving protease actual/normal in Platelet poor plasma by Chromogenic method,LOINC
YYY,119,진단검사,L3165^^02,"Chloride, pleural fluid",53627-6,Chloride [Moles/volume] in Pleural fluid,LOINC
YYY,34,진단검사,L3165^^01,"Chloride, pleural fluid",53627-6,Chloride [Moles/volume] in Pleural fluid,LOINC
YYY,6,진단검사,L344651^^02,"Posaconazole[LC-MS/MS], 녹십자",53731-6,Posaconazole [Mass/volume] in Serum or Plasma,LOINC
ZZZ,4,진단검사,L3439^^01,"Posaconazole,이원",53731-6,Posaconazole [Mass/volume] in Serum or Plasma,LOINC
XXX,3,진단검사,L34465^^02,"(위탁전환)Posaconazole, LC-MS/MS",53731-6,Posaconazole [Mass/volume] in Serum or Plasma,LOINC
XXX,5,진단검사,L251130^^02,"(미사용)CMV 정량 PCR (Real-time),녹십자",53763-9,Cytomegalovirus DNA [Log #/volume] (viral load) in Specimen by NAA with probe detection,LOINC
XXX,1651,진단검사,L3202^^02,PSA battery,53764-7,Prostate specific Ag panel - Serum or Plasma,LOINC
XXX,767,진단검사,L3202^^01,PSA battery,53764-7,Prostate specific Ag panel - Serum or Plasma,LOINC
YYY,26,진단검사,L2268^^02,P2Y12 Assay,53813-2,Platelet aggregation ADP induced [Units/volume] in Blood,LOINC
YYY,11,진단검사,L2268^^01,P2Y12 Assay,53813-2,Platelet aggregation ADP induced [Units/volume] in Blood,LOINC
YYY,1,진단검사,L3243^^02,"Thyroid stimulating Ab, 이원",5385-0,Thyrotropin receptor Ab [Units/volume] in Serum,LOINC
ZZZ,59,진단검사,L41063^^01,"AFB Culture,이원",539-7,Mycobacterium sp identified in Sputum by Organism specific culture,LOINC
ZZZ,23,진단검사,L41063^^02,"(미사용)AFB Culture, 이원",539-7,Mycobacterium sp identified in Sputum by Organism specific culture,LOINC
XXX,8,진단검사,L51811^^02,"Toxoplasma IgM, 씨젠",5390-0,Toxoplasma gondii IgM Ab [Units/volume] in Serum by Immunoassay,LOINC
XXX,166,진단검사,L6153^^02,"RBC morphology, Urine",53974-2,Erythrocyte morphology [Interpretation] in Urine sediment by Light microscopy Narrative,LOINC
XXX,54,진단검사,L6153^^01,"RBC morphology, Urine",53974-2,Erythrocyte morphology [Interpretation] in Urine sediment by Light microscopy Narrative,LOINC
XXX,7,진단검사,L252504^^02,NGS-Lymphoma panel (악성림프종 유전자 패널 검사),54226-6,Lymphoma panel - Specimen by Flow cytometry (FC),LOINC
YYY,3,진단검사,L50035^^02,"Lymphoma/CLL panel [FCM], 5종",54228-2,Lymphoma - CLL screen panel - Specimen by Flow cytometry (FC),LOINC
YYY,1,진단검사,L50035^^01,"Lymphoma/CLL panel [FCM], 5종",54228-2,Lymphoma - CLL screen panel - Specimen by Flow cytometry (FC),LOINC
YYY,1,진단검사,L2872093^^02,"FISH, Lymphoma (T cell) panel",54229-0,Lymphoma - T-cell screen panel - Specimen by Flow cytometry (FC),LOINC
ZZZ,1,진단검사,L798711^^01,"NPM1 mutation, 녹십자",54448-6,NPM1 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,LOINC
XXX,1,진단검사,L2599^^02,Major BCR/ABL1 정성 RT-PCR,55135-8,BCR-ABL1 kinase domain mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,LOINC
XXX,1,진단검사,L79165^^01,"FISH, CEP8",55192-9,Chromosome analysis.interphase [Interpretation] in Amniotic fluid by FISH Narrative,LOINC
XXX,1,진단검사,L2872351^^01,"c-KIT mutation, 녹십자",55201-8,KIT gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC
XXX,1,진단검사,L300131^^02,"Electrolyte battery,4종_과거결과",55231-5,Electrolytes panel - Blood,LOINC
XXX,4,진단검사,L25941^^02,"JAK2 gene Exon 12 Mutation, 녹십자",55300-8,JAK2 gene exon 12 targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC
YYY,1,진단검사,L25941^^01,"JAK2 gene Exon 12 mutation, 녹십자",55300-8,JAK2 gene exon 12 targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC
YYY,85,진단검사,L2902^^02,CSF analysis,55394-1,Protein and Glucose panel - Cerebral spinal fluid,LOINC
YYY,12,진단검사,L2902^^01,CSF analysis,55394-1,Protein and Glucose panel - Cerebral spinal fluid,LOINC
ZZZ,57,진단검사,L2947^^02,"Cytospin, Peritoneal fluid",55600-1,Microscopic observation [Identifier] in Peritoneal fluid by Cyto stain,LOINC
XXX,11,진단검사,L2947^^01,"Cytospin, Peritoneal fluid",55600-1,Microscopic observation [Identifier] in Peritoneal fluid by Cyto stain,LOINC
XXX,5,진단검사,L2987^^02,"Cytospin, Pericardial fluid",55601-9,Microscopic observation [Identifier] in Pericardial fluid by Cyto stain,LOINC
XXX,125,진단검사,L2937^^02,"Cytospin, Pleural fluid",55602-7,Microscopic observation [Identifier] in Pleural fluid by Cyto stain,LOINC
XXX,34,진단검사,L2937^^01,"Cytospin, Pleural fluid",55602-7,Microscopic observation [Identifier] in Pleural fluid by Cyto stain,LOINC
XXX,19,진단검사,L6221^^02,Polarized Microscope of Synovial fluid,55603-5,Microscopic observation [Identifier] in Synovial fluid by Cyto stain,LOINC
YYY,1,진단검사,L6221^^01,Polarizing Microscope of Synovial fluid,55603-5,Microscopic observation [Identifier] in Synovial fluid by Cyto stain,LOINC
YYY,4,진단검사,L7040^^02,Direct Coombs' test(anti-C3d),55774-4,Direct antiglobulin test.complement C3d specific reagent [Presence] on Red Blood Cells,LOINC
YYY,1,진단검사,L7040^^01,Direct Coombs' test (anti-C3d),55774-4,Direct antiglobulin test.complement C3d specific reagent [Presence] on Red Blood Cells,LOINC
ZZZ,6,진단검사,L7037^^02,Direct Coombs' test(anti-IgG),55776-9,Direct antiglobulin test.IgG specific reagent [Presence] on Red Blood Cells,LOINC
XXX,1,진단검사,L7037^^01,Direct Coombs' test (anti-IgG),55776-9,Direct antiglobulin test.IgG specific reagent [Presence] on Red Blood Cells,LOINC
XXX,10,진단검사,L830230^^02,"미사용Fabry Screening(α-Galactosidase), 이원",55908-8,Alpha galactosidase A [Enzymatic activity/volume] in DBS,LOINC
XXX,2,진단검사,L830231012^^01,"α-Galactosidase (Fabry) enzyme activity, 녹십자",55908-8,Alpha galactosidase A [Enzymatic activity/volume] in DBS,LOINC
XXX,1,진단검사,L830230^^01,"Fabry Screening(α-Galactosidase), 이원",55908-8,Alpha galactosidase A [Enzymatic activity/volume] in DBS,LOINC
YYY,21,진단검사,L79390^^02,PNH (RBC & WBC) [FCM],56145-6,CD55+CD59 deficient RBC+Granulocytes [Interpretation] in Blood Narrative,LOINC
YYY,4,진단검사,L79390^^01,PNH (RBC & WBC) [FCM],56145-6,CD55+CD59 deficient RBC+Granulocytes [Interpretation] in Blood Narrative,LOINC
YYY,1332,진단검사,L404447^^02,Culture for Clostridioides difficile,562-9,Clostridioides difficile [Presence] in Stool by Organism specific culture,LOINC
ZZZ,111,진단검사,L404447^^01,Culture for Clostridioides (Clostridium) difficile,562-9,Clostridioides difficile [Presence] in Stool by Organism specific culture,LOINC
ZZZ,29,진단검사,L35172^^02,"β-2 microglobulin (serum), 서울병원",56786-7,Beta-2-Microglobulin.tumor marker [Mass/volume] in Serum,LOINC
XXX,2,진단검사,L35172^^01,"β-2 microglobulin, serum",56786-7,Beta-2-Microglobulin.tumor marker [Mass/volume] in Serum,LOINC
XXX,6477,진단검사,L5117^^02,HIV Ag/Ab,56888-1,HIV 1+2 Ab+HIV1 p24 Ag [Presence] in Serum or Plasma by Immunoassay,LOINC
XXX,1277,진단검사,L5117^^01,HIV Ag/Ab,56888-1,HIV 1+2 Ab+HIV1 p24 Ag [Presence] in Serum or Plasma by Immunoassay,LOINC
XXX,18,진단검사,L511751^^01,(pre-OP) HIV Ag/Ab,56888-1,HIV 1+2 Ab+HIV1 p24 Ag [Presence] in Serum or Plasma by Immunoassay,LOINC
YYY,2018,진단검사,L4503^^02,Culture For fungus,569-4,Fungus identified in Cerebral spinal fluid by Culture,LOINC
YYY,177,진단검사,L4503^^01,Culture For fungus,569-4,Fungus identified in Cerebral spinal fluid by Culture,LOINC
YYY,103096,진단검사,L2013^^02,CBC 1 (WBC Differential count 포함),57021-8,CBC W Auto Differential panel - Blood,LOINC
ZZZ,11643,진단검사,L2013^^01,CBC (WBC Differential count 포함),57021-8,CBC W Auto Differential panel - Blood,LOINC
XXX,906,진단검사,L201322^^02,CBC 3 (WBC Differential and Reti count for anemia),57021-8,CBC W Auto Differential panel - Blood,LOINC
XXX,32,진단검사,L201322^^01,CBC (WBC Differential and Reti count for anemia),57021-8,CBC W Auto Differential panel - Blood,LOINC
XXX,17,진단검사,L2872532^^02,"CYP2C19 Genotyping, Major polymorphism",57132-3,CYP2C19 gene allele [Genotype] in Blood or Tissue by Molecular genetics method Nominal,LOINC
XXX,3,진단검사,L2872532^^01,"CYP2C19 Genotyping, Major polymorphism",57132-3,CYP2C19 gene allele [Genotype] in Blood or Tissue by Molecular genetics method Nominal,LOINC
XXX,10,진단검사,L7391^^01,"Se (Selenium), 이원",5724-0,Selenium [Mass/volume] in Serum or Plasma,LOINC
YYY,2,진단검사,L7391^^02,"Selenium (Se), 이원",5724-0,Selenium [Mass/volume] in Serum or Plasma,LOINC
YYY,32,진단검사,L32543^^01,NSE (웰니스 종합검진용),57371-7,Enolase.neuron specific [Mass/volume] in Serum or Plasma by Immunoassay,LOINC
YYY,7,진단검사,L32542^^02,NSE (Pt. wanted),57371-7,Enolase.neuron specific [Mass/volume] in Serum or Plasma by Immunoassay,LOINC
ZZZ,3,진단검사,L32542^^01,NSE (Pt. wanted),57371-7,Enolase.neuron specific [Mass/volume] in Serum or Plasma by Immunoassay,LOINC
XXX,118,진단검사,L3264^^02,TSH receptor Ab (TBII),57416-0,Thyrotropin receptor Ab [Units/volume] in Serum by Immunoassay,LOINC
XXX,28,진단검사,L3264^^01,TSH receptor Ab (TBII),57416-0,Thyrotropin receptor Ab [Units/volume] in Serum by Immunoassay,LOINC
XXX,1,진단검사,L7402^^02,Mumps IgG,57794-0,Newborn screening test results panel - DBS,LOINC
XXX,822,진단검사,L6010^^02,Occult blood,57803-9,Occult blood panel - Stool by Immunoassay,LOINC
XXX,214,진단검사,L6010^^01,Occult blood,57803-9,Occult blood panel - Stool by Immunoassay,LOINC
YYY,5,진단검사,L7901751^^02,"MPL gene, W515K/L mutation, 녹십자",58009-2,MPL gene p.Trp515 [Presence] in Blood or Tissue by Molecular genetics method,LOINC
YYY,1,진단검사,L7901751^^01,"MPL gene, W515K/L mutation, 녹십자",58009-2,MPL gene p.Trp515 [Presence] in Blood or Tissue by Molecular genetics method,LOINC
YYY,166,진단검사,L20132^^02,CBC 7 (WBC Differential count 제외),58410-2,CBC panel - Blood by Automated count,LOINC
ZZZ,121,진단검사,L20132^^01,CBC 1 (WBC Differential count 제외),58410-2,CBC panel - Blood by Automated count,LOINC
XXX,92,진단검사,L201321^^02,"CBC 2 (Sod. Citrate, WBC Differential count 제외)",58410-2,CBC panel - Blood by Automated count,LOINC
XXX,9,진단검사,L201321^^01,"CBC 2 (Sod. Citrate, WBC Differential count 제외)",58410-2,CBC panel - Blood by Automated count,LOINC
XXX,6,진단검사,L221209^^02,"Factor VIII Ab, 이원",58493-8,Coagulation factor VIII Ab [Presence] in Platelet poor plasma by Immunoassay,LOINC
XXX,1,진단검사,L221209^^01,"Factor 8 Ab (inhibitor),이원",58493-8,Coagulation factor VIII Ab [Presence] in Platelet poor plasma by Immunoassay,LOINC
YYY,7,진단검사,L320601^^01,Free T4_CPFT,58838-4,Thyroxine (T4) free [Mass/volume] in Serum or Plasma --baseline,LOINC
YYY,1263,진단검사,L1704^^02,"VRE culture, Rectal swab",59150-3,Vancomycin resistant enterococcus [Presence] in Anal by Organism specific culture,LOINC
YYY,48,진단검사,L1704^^01,"VRE culture, Rectal swab",59150-3,Vancomycin resistant enterococcus [Presence] in Anal by Organism specific culture,LOINC
ZZZ,1,진단검사,L2908^^02,Pericardial fluid analysis,59257-6,Cell count and Differential panel - Pericardial fluid,LOINC
ZZZ,13647,진단검사,L4017^^02,"Culture & sens, Blood",600-7,Bacteria identified in Blood by Culture,LOINC
XXX,1573,진단검사,L4017^^01,"Culture & sens, Blood",600-7,Bacteria identified in Blood by Culture,LOINC
XXX,49,진단검사,L3161^^02,"LD, CSF",60024-7,Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid by Lactate to pyruvate reaction,LOINC
XXX,3,진단검사,L3161^^01,"Lactate dehydrogenase, CSF",60024-7,Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid by Lactate to pyruvate reaction,LOINC
XXX,535,진단검사,L4009^^02,"Culture & sens, Body fluid specimen",606-4,Bacteria identified in Cerebral spinal fluid by Culture,LOINC
YYY,179,진단검사,L4009^^01,"Culture & sens, Body fluid specimen",606-4,Bacteria identified in Cerebral spinal fluid by Culture,LOINC
YYY,153,진단검사,L4019^^02,BCID(Blood Culture Identification) panel,606-4,Bacteria identified in Cerebral spinal fluid by Culture,LOINC
YYY,1133,진단검사,L25530^^02,Toxigenic C. difficile 신속 PCR(응급),61367-9,Clostridioides difficile DNA [Presence] in Specimen by NAA with probe detection,LOINC
ZZZ,85,진단검사,L25530^^01,Toxigenic C.difficile 신속 PCR(응급),61367-9,Clostridioides difficile DNA [Presence] in Specimen by NAA with probe detection,LOINC
XXX,12,진단검사,L35454^^01,리소좀축적병 선별검사(LSD질환) 6종 [정밀분광/질량분석][이원],62302-5,Lysosomal storage disorders suspected [Identifier] in DBS,LOINC
XXX,1,진단검사,L35454^^02,"리소좀축적병 선별검사(LSD질환) 6종, 이원",62302-5,Lysosomal storage disorders suspected [Identifier] in DBS,LOINC
XXX,2025,진단검사,L4005^^02,"Culture & sens, Respiratory specimen",624-7,Bacteria identified in Sputum by Respiratory culture,LOINC
XXX,359,진단검사,L4005^^01,"Culture & sens, Respiratory specimen",624-7,Bacteria identified in Sputum by Respiratory culture,LOINC
XXX,891,진단검사,L4006^^02,"Culture & sens, Gastrointestinal specimen",625-4,Bacteria identified in Stool by Culture,LOINC
YYY,109,진단검사,L4006^^01,"Culture & sens, Gastrointestinal specimen",625-4,Bacteria identified in Stool by Culture,LOINC
YYY,47406,진단검사,L4004^^02,"Culture & sens, Urine specimen",630-4,Bacteria identified in Urine by Culture,LOINC
YYY,2873,진단검사,L4004^^01,"Culture & sens, Urine specimen",630-4,Bacteria identified in Urine by Culture,LOINC
ZZZ,1,진단검사,L7128^^01,"Anti parietal cell Ab, 씨젠",63303-2,Parietal cell Ab [Presence] in Gastric fluid by Immunofluorescence,LOINC
XXX,1,진단검사,L7128^^02,"Anti parietal cell Ab, 씨젠",63303-2,Parietal cell Ab [Presence] in Gastric fluid by Immunofluorescence,LOINC
XXX,52,진단검사,L25572^^02,"Carbapenemase PCR, Strain",63368-5,Carbapenem resistance genes [Identifier] by NAA with probe detection,LOINC
XXX,8,진단검사,L25572^^01,"Carbapenemase PCR, Strain",63368-5,Carbapenem resistance genes [Identifier] by NAA with probe detection,LOINC
XXX,2,진단검사,L2594^^02,"미사용JAK2 gene, exon 12 mutation, 이원",63421-2,JAK2 gene exon 12 mutations tested for in Blood or Tissue by Molecular genetics method Nominal,LOINC
XXX,96,진단검사,L4054^^02,"Culture(anaerobic), Others specimen",635-3,Bacteria identified in Specimen by Anaerobe culture,LOINC
YYY,42,진단검사,L4054^^01,"Culture(anaerobic), Others specimen",635-3,Bacteria identified in Specimen by Anaerobe culture,LOINC
YYY,4,진단검사,L4502^^02,"India ink preparation, CSF",638-7,Microscopic observation [Identifier] in Cerebral spinal fluid by India ink prep,LOINC
YYY,1,진단검사,L4507^^02,"KOH mount, Skin",644-5,Microscopic observation [Identifier] in Skin by KOH preparation,LOINC
ZZZ,1831,진단검사,L40021^^02,"Gram stain, Respiratory specimen",648-6,Microscopic observation [Identifier] in Sputum by Gram stain,LOINC
XXX,357,진단검사,L40021^^01,"Gram stain, Respiratory specimen",648-6,Microscopic observation [Identifier] in Sputum by Gram stain,LOINC
XXX,808,진단검사,L40022^^02,"Gram stain, Gastrointestinal specimen",649-4,Microscopic observation [Identifier] in Stool by Gram stain,LOINC
XXX,93,진단검사,L40022^^01,"Gram stain, Gastrointestinal specimen",649-4,Microscopic observation [Identifier] in Stool by Gram stain,LOINC
XXX,14310,진단검사,L40023^^02,"Gram stain, Genitourinary specimen",653-6,Microscopic observation [Identifier] in Urine by Gram stain,LOINC
YYY,579,진단검사,L40023^^01,"Gram stain, Genitourinary specimen",653-6,Microscopic observation [Identifier] in Urine by Gram stain,LOINC
YYY,5,진단검사,L5011^^02,"CD4 T-cell count, BAL [FCM]",65758-5,T-cell helper (CD4) subset panel - Blood,LOINC
YYY,2,진단검사,L5011^^01,"CD4 T-cell count, BAL [FCM]",65758-5,T-cell helper (CD4) subset panel - Blood,LOINC
ZZZ,85,진단검사,L5004^^02,Lymphocyte subsets [FCM],65761-9,Lymphocyte subset interpretation in Blood by Flow cytometry (FC),LOINC
ZZZ,1,진단검사,L5004^^01,Lymphocyte subsets [FCM],65761-9,Lymphocyte subset interpretation in Blood by Flow cytometry (FC),LOINC
XXX,4557,진단검사,L40024^^02,"Gram stain, Others specimen",664-3,Microscopic observation [Identifier] in Specimen by Gram stain,LOINC
XXX,123,진단검사,L40024^^01,"Gram stain, Others specimen",664-3,Microscopic observation [Identifier] in Specimen by Gram stain,LOINC
XXX,6,진단검사,L2872531^^01,"CYP2C19 Genotyping, Major polymorphism,이원",66489-6,CYP2C19 gene targeted mutation analysis in Blood by Molecular genetics method,LOINC
XXX,6,진단검사,L2872531^^02,"미사용CYP2C19 Genotyping, Major polymorphism,이원",66489-6,CYP2C19 gene targeted mutation analysis in Blood by Molecular genetics method,LOINC
